word,value,condition,variable,model
traffic,2,20,aoakup,35
impress,4,20,aoakup,35
status,3,20,aoakup,35
monster,4,20,aoakup,35
freedom,3,20,aoakup,35
costume,2,20,aoakup,35
breakfast,2,20,aoakup,35
lace,3,20,aoakup,35
morsel,4,20,aoakup,35
neutral,5,20,aoakup,35
cottage,3,20,aoakup,35
trust,2,20,aoakup,35
progress,3,20,aoakup,35
sleep,1,20,aoakup,35
walnut,2,20,aoakup,35
squash,3,20,aoakup,35
dessert,2,20,aoakup,35
coffin,4,20,aoakup,35
lobster,3,20,aoakup,35
pause,2,20,aoakup,35
forge,5,20,aoakup,35
police,2,20,aoakup,35
pheasant,4,20,aoakup,35
princess,3,20,aoakup,35
caution,4,20,aoakup,35
soldier,2,20,aoakup,35
piece,2,20,aoakup,35
hostage,5,20,aoakup,35
rubble,4,20,aoakup,35
honey,2,20,aoakup,35
yeast,3,20,aoakup,35
essence,4,20,aoakup,35
success,3,20,aoakup,35
contract,4,20,aoakup,35
bondage,5,20,aoakup,35
glacier,6,20,aoakup,35
toilet,3,20,aoakup,35
kill,2,20,aoakup,35
parade,4,20,aoakup,35
script,5,20,aoakup,35
couch,2,20,aoakup,35
talent,6,20,aoakup,35
cough,3,20,aoakup,35
date,3,20,aoakup,35
guitar,7,20,aoakup,35
pelvis,8,20,aoakup,35
dread,5,20,aoakup,35
faith,4,20,aoakup,35
affair,6,20,aoakup,35
harvest,5,20,aoakup,35
picture,2,20,aoakup,35
circuit,7,20,aoakup,35
spirit,4,20,aoakup,35
ruffle,6,20,aoakup,35
prestige,8,20,aoakup,35
issue,4,20,aoakup,35
fuss,2,20,aoakup,35
moisture,5,20,aoakup,35
pest,3,20,aoakup,35
pity,4,20,aoakup,35
cancer,8,20,aoakup,35
breast,7,20,aoakup,35
aisle,4,20,aoakup,35
trouble,3,20,aoakup,35
sandwich,2,20,aoakup,35
despair,6,20,aoakup,35
basket,3,20,aoakup,35
mug,2,20,aoakup,35
ease,3,20,aoakup,35
whisper,4,20,aoakup,35
panther,7,20,aoakup,35
taboo,6,20,aoakup,35
service,4,20,aoakup,35
troll,5,20,aoakup,35
health,3,20,aoakup,35
escort,6,20,aoakup,35
carriage,7,20,aoakup,35
leaf,2,20,aoakup,35
hall,3,20,aoakup,35
giraffe,5,20,aoakup,35
waitress,6,20,aoakup,35
settle,4,20,aoakup,35
farewell,5,20,aoakup,35
canoe,6,20,aoakup,35
dare,3,20,aoakup,35
strand,4,20,aoakup,35
head,2,20,aoakup,35
sparkle,5,20,aoakup,35
passion,6,20,aoakup,35
jewel,7,20,aoakup,35
sentence,4,20,aoakup,35
smear,5,20,aoakup,35
snail,3,20,aoakup,35
ladder,4,20,aoakup,35
parrot,5,20,aoakup,35
moment,3,20,aoakup,35
method,4,20,aoakup,35
forehead,5,20,aoakup,35
reject,4,20,aoakup,35
author,6,20,aoakup,35
chest,3,20,aoakup,35
packet,4,20,aoakup,35
anger,3,20,aoakup,35
ceiling,5,20,aoakup,35
shrug,4,20,aoakup,35
chord,5,20,aoakup,35
toxin,6,20,aoakup,35
cotton,3,20,aoakup,35
mistress,7,20,aoakup,35
comb,3,20,aoakup,35
bliss,4,20,aoakup,35
bounce,5,20,aoakup,35
employ,4,20,aoakup,35
button,3,20,aoakup,35
art,3,20,aoakup,35
chauffeur,16,20,aoakup,35
line,2,20,aoakup,35
pint,5,20,aoakup,35
pension,4,20,aoakup,35
office,4,20,aoakup,35
risk,8,20,aoakup,35
picket,10,20,aoakup,35
goose,1,20,aoakup,35
mansion,12,20,aoakup,35
food,1,20,aoakup,35
shame,6,20,aoakup,35
mother,1,20,aoakup,35
prince,7,20,aoakup,35
power,3,20,aoakup,35
version,9,20,aoakup,35
outrage,14,20,aoakup,35
wit,8,20,aoakup,35
project,10,20,aoakup,35
gain,5,20,aoakup,35
phantom,13,20,aoakup,35
leopard,4,20,aoakup,35
incest,18,20,aoakup,35
luck,3,20,aoakup,35
dinner,2,20,aoakup,35
sorrow,7,20,aoakup,35
tumble,2,20,aoakup,35
hand,1,20,aoakup,35
myth,9,20,aoakup,35
stock,6,20,aoakup,35
hit,2,20,aoakup,35
lettuce,3,20,aoakup,35
malice,15,20,aoakup,35
snort,4,20,aoakup,35
shaft,8,20,aoakup,35
baby,1,20,aoakup,35
garbage,3,20,aoakup,35
ulcer,20,20,aoakup,35
disgust,12,20,aoakup,35
report,5,20,aoakup,35
fraud,14,20,aoakup,35
bowl,2,20,aoakup,35
delight,6,20,aoakup,35
tulip,4,20,aoakup,35
reptile,7,20,aoakup,35
city,2,20,aoakup,35
bonnet,5,20,aoakup,35
seed,3,20,aoakup,35
treasure,8,20,aoakup,35
clover,4,20,aoakup,35
jacket,3,20,aoakup,35
apron,4,20,aoakup,35
walrus,6,20,aoakup,35
treason,12,20,aoakup,35
methane,10,20,aoakup,35
spit,2,20,aoakup,35
shark,5,20,aoakup,35
rain,1,20,aoakup,35
stomach,3,20,aoakup,35
stove,2,20,aoakup,35
triumph,9,20,aoakup,35
county,5,20,aoakup,35
product,7,20,aoakup,35
aspect,8,20,aoakup,35
closure,11,20,aoakup,35
ban,6,20,aoakup,35
beer,3,20,aoakup,35
pumpkin,4,20,aoakup,35
wrestle,7,20,aoakup,35
item,4,20,aoakup,35
resort,10,20,aoakup,35
tiger,3,20,aoakup,35
fault,6,20,aoakup,35
wisdom,9,20,aoakup,35
hammock,8,20,aoakup,35
artist,5,20,aoakup,35
metal,4,20,aoakup,35
pillow,2,20,aoakup,35
notion,9,20,aoakup,4
crisis,12,20,aoakup,4
trousers,3,20,aoakup,4
cure,7,20,aoakup,4
wood,4,20,aoakup,4
figment,11,20,aoakup,4
mammal,8,20,aoakup,4
rattle,1,20,aoakup,4
trumpet,4,20,aoakup,4
belief,6,20,aoakup,4
python,10,20,aoakup,4
jungle,5,20,aoakup,4
wallet,6,20,aoakup,4
ham,3,20,aoakup,4
mood,7,20,aoakup,4
terror,9,20,aoakup,4
tortoise,5,20,aoakup,4
pupil,6,20,aoakup,4
bead,3,20,aoakup,4
column,7,20,aoakup,4
greed,9,20,aoakup,4
husband,6,20,aoakup,4
surgeon,8,20,aoakup,4
boast,8,20,aoakup,4
slum,10,20,aoakup,4
midst,10,20,aoakup,4
leisure,10,20,aoakup,4
sister,2,20,aoakup,4
necklace,4,20,aoakup,4
sword,5,20,aoakup,4
blood,5,20,aoakup,4
pamphlet,9,20,aoakup,4
applause,5,20,aoakup,4
culture,10,20,aoakup,4
string,3,20,aoakup,4
fortress,7,20,aoakup,4
moth,5,20,aoakup,4
feat,9,20,aoakup,4
guilt,9,20,aoakup,4
context,10,20,aoakup,4
knock,2,20,aoakup,4
people,2,20,aoakup,4
spring,3,20,aoakup,4
virtue,10,20,aoakup,4
contempt,11,20,aoakup,4
apple,2,20,aoakup,4
bulge,7,20,aoakup,4
chew,2,20,aoakup,4
device,7,20,aoakup,4
castle,4,20,aoakup,4
beggar,7,20,aoakup,4
town,3,20,aoakup,4
complex,10,20,aoakup,4
pride,7,20,aoakup,4
ordeal,10,20,aoakup,4
reason,5,20,aoakup,4
bandage,5,20,aoakup,4
dandruff,8,20,aoakup,4
game,3,20,aoakup,4
heaven,6,20,aoakup,4
handle,4,20,aoakup,4
whimper,4,20,aoakup,4
caress,6,20,aoakup,4
battle,6,20,aoakup,4
doom,9,20,aoakup,4
cuddle,3,20,aoakup,4
arson,11,20,aoakup,4
usher,8,20,aoakup,4
passage,7,20,aoakup,4
mural,8,20,aoakup,4
whore,14,20,aoakup,4
lust,12,20,aoakup,4
pleasure,7,20,aoakup,4
romance,9,20,aoakup,4
crude,10,20,aoakup,4
carcass,10,20,aoakup,4
saloon,8,20,aoakup,4
slope,6,20,aoakup,4
respect,9,20,aoakup,4
suburb,10,20,aoakup,4
dance,4,20,aoakup,4
monkey,3,20,aoakup,4
victim,8,20,aoakup,4
typhoon,12,20,aoakup,4
hope,6,20,aoakup,4
carpet,4,20,aoakup,4
table,2,20,aoakup,4
luggage,7,20,aoakup,4
scalpel,12,20,aoakup,4
recall,8,20,aoakup,4
class,5,20,aoakup,4
toast,5,20,aoakup,4
model,7,20,aoakup,4
crystal,9,20,aoakup,4
candle,4,20,aoakup,4
mischief,9,20,aoakup,4
phase,10,20,aoakup,4
spinach,5,20,aoakup,4
throat,4,20,aoakup,4
duty,10,20,aoakup,4
wrath,11,20,aoakup,4
urge,9,20,aoakup,4
cricket,6,20,aoakup,4
balloon,3,20,aoakup,4
punch,5,20,aoakup,4
compass,7,20,aoakup,4
gloom,10,20,aoakup,4
console,9,20,aoakup,4
blister,8,20,aoakup,4
glee,8,20,aoakup,4
desert,6,20,aoakup,4
courage,8,20,aoakup,4
vowel,6,20,aoakup,4
candy,3,20,aoakup,4
doctor,3,20,aoakup,4
monarch,10,20,aoakup,4
lumber,10,20,aoakup,4
plasma,13,20,aoakup,4
anchor,7,20,aoakup,4
hostess,9,20,aoakup,4
fire,3,20,aoakup,4
neglect,10,20,aoakup,4
doubt,8,20,aoakup,4
ant,3,20,aoakup,4
zebra,4,20,aoakup,4
wish,4,20,aoakup,4
mirror,3,20,aoakup,4
consent,10,20,aoakup,4
cloak,9,20,aoakup,4
verge,10,20,aoakup,4
puzzle,6,20,aoakup,4
lunch,3,20,aoakup,4
stretch,5,20,aoakup,4
limit,7,20,aoakup,4
merchant,10,20,aoakup,4
trend,10,20,aoakup,4
texture,8,20,aoakup,4
sin,7,20,aoakup,4
gist,11,20,aoakup,4
vulture,8,20,aoakup,4
fleet,9,20,aoakup,4
smell,3,20,aoakup,4
child,2,20,aoakup,4
stride,7,20,aoakup,4
nuisance,10,20,aoakup,4
asthma,9,20,aoakup,4
prison,8,20,aoakup,4
shirt,3,20,aoakup,4
junk,6,20,aoakup,4
cushion,4,20,aoakup,4
attempt,7,20,aoakup,4
bitch,13,20,aoakup,4
launch,8,20,aoakup,4
grind,9,20,aoakup,4
clergy,11,20,aoakup,4
nurture,9,20,aoakup,4
hurdle,10,20,aoakup,4
doctrine,15,20,aoakup,4
cattle,6,20,aoakup,4
person,3,20,aoakup,4
excuse,5,20,aoakup,4
transit,10,20,aoakup,4
squeeze,4,20,aoakup,4
concept,8,20,aoakup,4
message,5,20,aoakup,4
role,6,20,aoakup,4
needle,5,20,aoakup,4
cease,10,20,aoakup,4
island,6,20,aoakup,4
nectar,10,20,aoakup,4
mate,7,20,aoakup,4
portrait,8,20,aoakup,4
palace,6,20,aoakup,4
function,8,20,aoakup,4
slave,8,20,aoakup,4
flourish,12,20,aoakup,4
flea,6,20,aoakup,4
camp,6,20,aoakup,4
melon,4,20,aoakup,4
crab,5,20,aoakup,4
signal,5,20,aoakup,4
fiction,10,20,aoakup,4
blame,6,20,aoakup,4
hate,5,20,aoakup,4
stab,8,20,aoakup,4
justice,10,20,aoakup,4
knowledge,8,20,aoakup,4
bowel,10,20,aoakup,4
blouse,5,20,aoakup,4
bracket,10,20,aoakup,4
venom,10,20,aoakup,4
donkey,5,20,aoakup,4
fame,8,20,aoakup,4
sweater,4,20,aoakup,4
marvel,10,20,aoakup,4
plea,10,20,aoakup,4
menace,10,20,aoakup,4
curtain,4,20,aoakup,4
traffic,6,20,aoakup,4
impress,8,20,aoakup,4
status,10,20,aoakup,4
monster,5,20,aoakup,4
freedom,8,20,aoakup,4
costume,6,20,aoakup,4
breakfast,3,20,aoakup,4
lace,6,20,aoakup,4
morsel,8,20,aoakup,4
neutral,10,20,aoakup,4
cottage,6,20,aoakup,4
trust,6,20,aoakup,4
progress,8,20,aoakup,4
sleep,2,20,aoakup,4
walnut,6,20,aoakup,4
squash,5,20,aoakup,4
dessert,5,20,aoakup,4
coffin,10,20,aoakup,4
lobster,6,20,aoakup,4
pause,6,20,aoakup,4
forge,10,20,aoakup,4
police,5,20,aoakup,4
pheasant,10,20,aoakup,4
princess,4,20,aoakup,4
caution,8,20,aoakup,4
soldier,6,20,aoakup,4
piece,3,20,aoakup,4
hostage,12,20,aoakup,4
rubble,10,20,aoakup,4
honey,4,20,aoakup,4
yeast,10,20,aoakup,4
essence,12,20,aoakup,4
success,10,20,aoakup,4
contract,10,20,aoakup,4
bondage,15,20,aoakup,4
glacier,10,20,aoakup,4
toilet,2,20,aoakup,4
kill,4,20,aoakup,4
parade,3,20,aoakup,4
script,7,20,aoakup,4
couch,2,20,aoakup,4
talent,6,20,aoakup,4
cough,2,20,aoakup,4
date,5,20,aoakup,4
guitar,4,20,aoakup,4
pelvis,10,20,aoakup,4
dread,8,20,aoakup,4
faith,7,20,aoakup,4
affair,12,20,aoakup,4
harvest,6,20,aoakup,4
picture,2,20,aoakup,4
circuit,10,20,aoakup,4
spirit,7,20,aoakup,4
ruffle,8,20,aoakup,4
prestige,12,20,aoakup,4
issue,7,20,aoakup,4
fuss,3,20,aoakup,4
moisture,8,20,aoakup,4
pest,5,20,aoakup,4
pity,7,20,aoakup,4
cancer,10,20,aoakup,4
breast,2,20,aoakup,4
aisle,6,20,aoakup,4
trouble,4,20,aoakup,4
sandwich,3,20,aoakup,4
despair,10,20,aoakup,4
basket,2,20,aoakup,4
mug,3,20,aoakup,4
ease,6,20,aoakup,4
whisper,4,20,aoakup,4
panther,6,20,aoakup,4
taboo,12,20,aoakup,4
service,6,20,aoakup,4
troll,8,20,aoakup,4
health,4,20,aoakup,4
escort,10,20,aoakup,4
carriage,4,20,aoakup,4
leaf,2,20,aoakup,4
hall,4,20,aoakup,4
giraffe,3,20,aoakup,4
waitress,6,20,aoakup,4
settle,7,20,aoakup,4
farewell,6,20,aoakup,4
canoe,5,20,aoakup,4
dare,5,20,aoakup,4
strand,8,20,aoakup,4
head,1,20,aoakup,4
sparkle,4,20,aoakup,4
passion,10,20,aoakup,4
jewel,4,20,aoakup,4
sentence,4,20,aoakup,4
smear,6,20,aoakup,4
snail,3,20,aoakup,4
ladder,3,20,aoakup,4
parrot,3,20,aoakup,4
moment,5,20,aoakup,4
method,7,20,aoakup,4
forehead,3,20,aoakup,4
reject,7,20,aoakup,4
author,8,20,aoakup,4
chest,3,20,aoakup,4
packet,5,20,aoakup,4
anger,4,20,aoakup,4
ceiling,3,20,aoakup,4
shrug,6,20,aoakup,4
chord,7,20,aoakup,4
toxin,10,20,aoakup,4
cotton,3,20,aoakup,4
mistress,12,20,aoakup,4
comb,2,20,aoakup,4
bliss,10,20,aoakup,4
bounce,3,20,aoakup,4
employ,10,20,aoakup,4
button,2,20,aoakup,4
art,4,20,aoakup,4
chauffeur,12,20,aoakup,4
line,3,20,aoakup,4
pint,10,20,aoakup,4
pension,14,20,aoakup,4
office,6,20,aoakup,4
risk,10,20,aoakup,4
picket,9,20,aoakup,4
goose,4,20,aoakup,4
mansion,8,20,aoakup,4
food,2,20,aoakup,4
shame,7,20,aoakup,4
mother,1,20,aoakup,4
prince,6,20,aoakup,4
power,7,20,aoakup,4
version,10,20,aoakup,4
outrage,12,20,aoakup,4
wit,12,20,aoakup,4
project,8,20,aoakup,4
gain,7,20,aoakup,4
phantom,10,20,aoakup,4
leopard,6,20,aoakup,4
incest,15,20,aoakup,4
luck,7,20,aoakup,4
dinner,3,20,aoakup,4
sorrow,10,20,aoakup,4
tumble,4,20,aoakup,4
hand,1,20,aoakup,4
myth,10,20,aoakup,4
stock,10,20,aoakup,4
hit,2,20,aoakup,4
lettuce,4,20,aoakup,4
malice,12,20,aoakup,4
snort,10,20,aoakup,4
shaft,10,20,aoakup,4
baby,1,20,aoakup,4
garbage,4,20,aoakup,4
ulcer,14,20,aoakup,4
disgust,8,20,aoakup,4
report,7,20,aoakup,4
fraud,12,20,aoakup,4
bowl,2,20,aoakup,4
delight,6,20,aoakup,4
tulip,5,20,aoakup,4
reptile,6,20,aoakup,4
city,4,20,aoakup,4
bonnet,4,20,aoakup,4
seed,4,20,aoakup,4
treasure,6,20,aoakup,4
clover,5,20,aoakup,4
jacket,3,20,aoakup,4
apron,4,20,aoakup,4
walrus,6,20,aoakup,4
treason,12,20,aoakup,4
methane,14,20,aoakup,4
spit,3,20,aoakup,4
shark,5,20,aoakup,4
rain,2,20,aoakup,4
stomach,4,20,aoakup,4
stove,4,20,aoakup,4
triumph,10,20,aoakup,4
county,8,20,aoakup,4
product,7,20,aoakup,4
aspect,12,20,aoakup,4
closure,12,20,aoakup,4
ban,8,20,aoakup,4
beer,10,20,aoakup,4
pumpkin,4,20,aoakup,4
wrestle,6,20,aoakup,4
item,6,20,aoakup,4
resort,10,20,aoakup,4
tiger,4,20,aoakup,4
fault,7,20,aoakup,4
wisdom,12,20,aoakup,4
hammock,8,20,aoakup,4
artist,6,20,aoakup,4
metal,5,20,aoakup,4
pillow,3,20,aoakup,4
notion,5,20,arousal,35
crisis,8,20,arousal,35
trousers,3,20,arousal,35
cure,4,20,arousal,35
wood,3,20,arousal,35
figment,6,20,arousal,35
mammal,4,20,arousal,35
rattle,6,20,arousal,35
trumpet,7,20,arousal,35
belief,4,20,arousal,35
python,6,20,arousal,35
jungle,7,20,arousal,35
wallet,3,20,arousal,35
ham,3,20,arousal,35
mood,5,20,arousal,35
terror,8,20,arousal,35
tortoise,4,20,arousal,35
pupil,5,20,arousal,35
bead,4,20,arousal,35
column,4,20,arousal,35
greed,7,20,arousal,35
husband,4,20,arousal,35
surgeon,6,20,arousal,35
boast,6,20,arousal,35
slum,7,20,arousal,35
midst,5,20,arousal,35
leisure,4,20,arousal,35
sister,4,20,arousal,35
necklace,4,20,arousal,35
sword,6,20,arousal,35
blood,6,20,arousal,35
pamphlet,3,20,arousal,35
applause,6,20,arousal,35
culture,4,20,arousal,35
string,4,20,arousal,35
fortress,5,20,arousal,35
moth,4,20,arousal,35
feat,6,20,arousal,35
guilt,5,20,arousal,35
context,4,20,arousal,35
knock,5,20,arousal,35
people,4,20,arousal,35
spring,6,20,arousal,35
virtue,4,20,arousal,35
contempt,6,20,arousal,35
apple,4,20,arousal,35
bulge,5,20,arousal,35
chew,4,20,arousal,35
device,4,20,arousal,35
castle,5,20,arousal,35
beggar,4,20,arousal,35
town,4,20,arousal,35
complex,5,20,arousal,35
pride,5,20,arousal,35
ordeal,6,20,arousal,35
reason,4,20,arousal,35
bandage,4,20,arousal,35
dandruff,3,20,arousal,35
game,5,20,arousal,35
heaven,5,20,arousal,35
handle,4,20,arousal,35
whimper,5,20,arousal,35
caress,4,20,arousal,35
battle,6,20,arousal,35
doom,7,20,arousal,35
cuddle,4,20,arousal,35
arson,7,20,arousal,35
usher,5,20,arousal,35
passage,4,20,arousal,35
mural,4,20,arousal,35
whore,7,20,arousal,35
lust,7,20,arousal,35
pleasure,6,20,arousal,35
romance,6,20,arousal,35
crude,6,20,arousal,35
carcass,5,20,arousal,35
saloon,6,20,arousal,35
slope,5,20,arousal,35
respect,5,20,arousal,35
suburb,2,20,arousal,35
dance,7,20,arousal,35
monkey,6,20,arousal,35
victim,4,20,arousal,35
typhoon,8,20,arousal,35
hope,6,20,arousal,35
carpet,3,20,arousal,35
table,4,20,arousal,35
luggage,3,20,arousal,35
scalpel,7,20,arousal,35
recall,5,20,arousal,35
class,4,20,arousal,35
toast,4,20,arousal,35
model,5,20,arousal,35
crystal,6,20,arousal,35
candle,4,20,arousal,35
mischief,6,20,arousal,35
phase,5,20,arousal,35
spinach,2,20,arousal,35
throat,5,20,arousal,35
duty,4,20,arousal,35
wrath,7,20,arousal,35
urge,6,20,arousal,35
cricket,5,20,arousal,35
balloon,6,20,arousal,35
punch,7,20,arousal,35
compass,4,20,arousal,35
gloom,3,20,arousal,35
console,4,20,arousal,35
blister,5,20,arousal,35
glee,6,20,arousal,35
desert,3,20,arousal,35
courage,6,20,arousal,35
vowel,3,20,arousal,35
candy,5,20,arousal,35
doctor,4,20,arousal,35
monarch,5,20,arousal,35
lumber,3,20,arousal,35
plasma,5,20,arousal,35
anchor,4,20,arousal,35
hostess,4,20,arousal,35
fire,6,20,arousal,35
neglect,3,20,arousal,35
doubt,4,20,arousal,35
ant,2,20,arousal,35
zebra,4,20,arousal,35
wish,5,20,arousal,35
mirror,4,20,arousal,35
consent,5,20,arousal,35
cloak,4,20,arousal,35
verge,5,20,arousal,35
puzzle,4,20,arousal,35
lunch,4,20,arousal,35
stretch,5,20,arousal,35
limit,4,20,arousal,35
merchant,4,20,arousal,35
trend,5,20,arousal,35
texture,4,20,arousal,35
sin,4,20,arousal,35
gist,4,20,arousal,35
vulture,5,20,arousal,35
fleet,4,20,arousal,35
smell,4,20,arousal,35
child,4,20,arousal,35
stride,5,20,arousal,35
nuisance,4,20,arousal,35
asthma,4,20,arousal,35
prison,4,20,arousal,35
shirt,4,20,arousal,35
junk,3,20,arousal,35
cushion,4,20,arousal,35
attempt,4,20,arousal,35
bitch,5,20,arousal,35
launch,5,20,arousal,35
grind,4,20,arousal,35
clergy,4,20,arousal,35
nurture,5,20,arousal,35
hurdle,6.5,20,arousal,35
doctrine,3.5,20,arousal,35
cattle,4,20,arousal,35
person,4.5,20,arousal,35
excuse,3,20,arousal,35
transit,5,20,arousal,35
squeeze,6,20,arousal,35
concept,4,20,arousal,35
message,4.5,20,arousal,35
role,4.5,20,arousal,35
needle,5.5,20,arousal,35
cease,3.5,20,arousal,35
island,4,20,arousal,35
nectar,6.5,20,arousal,35
mate,5,20,arousal,35
portrait,4,20,arousal,35
palace,5.5,20,arousal,35
function,4.5,20,arousal,35
slave,6,20,arousal,35
flourish,6.5,20,arousal,35
flea,4,20,arousal,35
camp,5,20,arousal,35
melon,4.5,20,arousal,35
crab,5,20,arousal,35
signal,5,20,arousal,35
fiction,4,20,arousal,35
blame,4,20,arousal,35
hate,6,20,arousal,35
stab,6.5,20,arousal,35
justice,4.5,20,arousal,35
knowledge,4,20,arousal,35
bowel,4.5,20,arousal,35
blouse,4,20,arousal,35
bracket,4,20,arousal,35
venom,6.5,20,arousal,35
donkey,4.5,20,arousal,35
fame,5.5,20,arousal,35
sweater,4,20,arousal,35
marvel,5,20,arousal,35
plea,4,20,arousal,35
menace,6,20,arousal,35
curtain,4.5,20,arousal,35
traffic,5,20,arousal,35
impress,5,20,arousal,35
status,4.5,20,arousal,35
monster,6.5,20,arousal,35
freedom,5.5,20,arousal,35
costume,5,20,arousal,35
breakfast,4,20,arousal,35
lace,4,20,arousal,35
morsel,4,20,arousal,35
neutral,4.5,20,arousal,35
cottage,4,20,arousal,35
trust,4.5,20,arousal,35
progress,4.5,20,arousal,35
sleep,3.5,20,arousal,35
walnut,4,20,arousal,35
squash,4,20,arousal,35
dessert,4,20,arousal,35
coffin,4.5,20,arousal,35
lobster,5,20,arousal,35
pause,4,20,arousal,35
forge,4.5,20,arousal,35
police,5,20,arousal,35
pheasant,4.5,20,arousal,35
princess,5,20,arousal,35
caution,4,20,arousal,35
soldier,5,20,arousal,35
piece,4,20,arousal,35
hostage,5.5,20,arousal,35
rubble,4,20,arousal,35
honey,5,20,arousal,35
yeast,4,20,arousal,35
essence,4,20,arousal,35
success,5,20,arousal,35
contract,4,20,arousal,35
bondage,6,20,arousal,35
glacier,4,20,arousal,35
toilet,5,20,arousal,35
kill,9,20,arousal,35
parade,7,20,arousal,35
script,4,20,arousal,35
couch,3,20,arousal,35
talent,6,20,arousal,35
cough,4,20,arousal,35
date,6,20,arousal,35
guitar,6,20,arousal,35
pelvis,5,20,arousal,35
dread,7,20,arousal,35
faith,5,20,arousal,35
affair,6,20,arousal,35
harvest,5,20,arousal,35
picture,5,20,arousal,35
circuit,6,20,arousal,35
spirit,7,20,arousal,35
ruffle,6,20,arousal,35
prestige,6,20,arousal,35
issue,5,20,arousal,35
fuss,6,20,arousal,35
moisture,4,20,arousal,35
pest,5,20,arousal,35
pity,4,20,arousal,35
cancer,7,20,arousal,35
breast,6,20,arousal,35
aisle,4,20,arousal,35
trouble,6,20,arousal,35
sandwich,4,20,arousal,35
despair,7,20,arousal,35
basket,4,20,arousal,35
mug,4,20,arousal,35
ease,5,20,arousal,35
whisper,5,20,arousal,35
panther,7,20,arousal,35
taboo,7,20,arousal,35
service,5,20,arousal,35
troll,6,20,arousal,35
health,5,20,arousal,35
escort,6,20,arousal,35
carriage,5,20,arousal,35
leaf,4,20,arousal,35
hall,5,20,arousal,35
giraffe,6,20,arousal,35
waitress,5,20,arousal,35
settle,5,20,arousal,35
farewell,6,20,arousal,35
canoe,5,20,arousal,35
dare,6,20,arousal,35
strand,5,20,arousal,35
head,5,20,arousal,35
sparkle,6,20,arousal,35
passion,7,20,arousal,35
jewel,6,20,arousal,35
sentence,5,20,arousal,35
smear,6,20,arousal,35
snail,4,20,arousal,35
ladder,5,20,arousal,35
parrot,6,20,arousal,35
moment,5,20,arousal,35
method,5,20,arousal,35
forehead,5,20,arousal,35
reject,6,20,arousal,35
author,5,20,arousal,35
chest,6,20,arousal,35
packet,4,20,arousal,35
anger,7,20,arousal,35
ceiling,5,20,arousal,35
shrug,5,20,arousal,35
chord,6,20,arousal,35
toxin,6,20,arousal,35
cotton,4,20,arousal,35
mistress,6,20,arousal,35
comb,4,20,arousal,35
bliss,6,20,arousal,35
bounce,6,20,arousal,35
employ,5,20,arousal,35
button,4,20,arousal,35
art,4.5,20,arousal,35
chauffeur,5.5,20,arousal,35
line,3,20,arousal,35
pint,4,20,arousal,35
pension,3.5,20,arousal,35
office,3,20,arousal,35
risk,6.5,20,arousal,35
picket,5,20,arousal,35
goose,3.5,20,arousal,35
mansion,6,20,arousal,35
food,4,20,arousal,35
shame,4.5,20,arousal,35
mother,4,20,arousal,35
prince,5.5,20,arousal,35
power,6,20,arousal,35
version,4,20,arousal,35
outrage,7.5,20,arousal,35
wit,5,20,arousal,35
project,5,20,arousal,35
gain,5.5,20,arousal,35
phantom,6,20,arousal,35
leopard,5.5,20,arousal,35
incest,8.5,20,arousal,35
luck,4.5,20,arousal,35
dinner,4.5,20,arousal,35
sorrow,4.5,20,arousal,35
tumble,5,20,arousal,35
hand,4,20,arousal,35
myth,4,20,arousal,35
stock,4,20,arousal,35
hit,5,20,arousal,35
lettuce,3.5,20,arousal,35
malice,6,20,arousal,35
snort,6,20,arousal,35
shaft,5,20,arousal,35
baby,4,20,arousal,35
garbage,4,20,arousal,35
ulcer,5,20,arousal,35
disgust,6,20,arousal,35
report,4.5,20,arousal,35
fraud,6,20,arousal,35
bowl,4,20,arousal,35
delight,5,20,arousal,35
tulip,4,20,arousal,35
reptile,5,20,arousal,35
city,4,20,arousal,35
bonnet,4,20,arousal,35
seed,4,20,arousal,35
treasure,5,20,arousal,35
clover,4,20,arousal,35
jacket,4,20,arousal,35
apron,4,20,arousal,35
walrus,4,20,arousal,35
treason,6,20,arousal,35
methane,4,20,arousal,35
spit,5,20,arousal,35
shark,5,20,arousal,35
rain,4,20,arousal,35
stomach,4,20,arousal,35
stove,4,20,arousal,35
triumph,5.5,20,arousal,35
county,4,20,arousal,35
product,4,20,arousal,35
aspect,4,20,arousal,35
closure,4,20,arousal,35
ban,4,20,arousal,35
beer,4,20,arousal,35
pumpkin,4,20,arousal,35
wrestle,5,20,arousal,35
item,4,20,arousal,35
resort,4,20,arousal,35
tiger,5,20,arousal,35
fault,4,20,arousal,35
wisdom,4,20,arousal,35
hammock,4,20,arousal,35
artist,4,20,arousal,35
metal,4,20,arousal,35
pillow,4,20,arousal,35
notion,4,20,arousal,4
crisis,8.5,20,arousal,4
trousers,3,20,arousal,4
cure,5,20,arousal,4
wood,3.5,20,arousal,4
figment,4.5,20,arousal,4
mammal,4,20,arousal,4
rattle,6,20,arousal,4
trumpet,6.5,20,arousal,4
belief,5,20,arousal,4
python,7,20,arousal,4
jungle,6.5,20,arousal,4
wallet,3.5,20,arousal,4
ham,3,20,arousal,4
mood,5,20,arousal,4
terror,8.5,20,arousal,4
tortoise,3,20,arousal,4
pupil,4,20,arousal,4
bead,3,20,arousal,4
